,title,price1,price2,discountprice,free,alltime_reviews_summary,number_alltime_reviews,developer,publisher,recent_review_summary,number_recent_reviews,genre,release_date,tags,update_count
42,Archibald's Adventures,Bundle info,,,,,(45 reviews),Rake in Grass,Rake in Grass,Positive,,"TITLE: Archibald's Adventures
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Rake in Grass
PUBLISHER: Rake in Grass
RELEASE DATE: 10 Jun, 2016","10 Jun, 2016",Indie Action Casual Adventure Platformer +,
43,Sweet Escape VR,,,,,,(39 reviews),"Reailty Smash, Inc.","Reality Smash, Inc.",Positive,,"TITLE: Sweet Escape VR
GENRE: Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation, Sports, Early Access
DEVELOPER: Reailty Smash, Inc.
PUBLISHER: Reality Smash, Inc.
RELEASE DATE: 20 Apr, 2016","20 Apr, 2016",Casual Indie Massively Multiplayer Racing +,
44,EXZEAL,Bundle info,,,,,(14 reviews),TRIANGLE SERVICE,Degica,Mostly Positive,,"TITLE: EXZEAL
GENRE: Action
DEVELOPER: TRIANGLE SERVICE
PUBLISHER: Degica
RELEASE DATE: 14 Jul, 2016","14 Jul, 2016",Action Shoot 'Em Up Arcade Bullet Hell +,
45,Tank Battle: North Africa,,,,,,(10 reviews),HexWar Games,HexWar Games,Positive,,"TITLE: Tank Battle: North Africa
GENRE: Strategy
DEVELOPER: HexWar Games
PUBLISHER: HexWar Games
RELEASE DATE: 12 Jul, 2016","12 Jul, 2016",Strategy World War II Hex Grid +,
46,Otherworld: Spring of Shadows Collector's Edition,,,,,,(11 reviews),Boomzap Entertainment,Big Fish Games,Positive,,"TITLE: Otherworld: Spring of Shadows Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Boomzap Entertainment
PUBLISHER: Big Fish Games
FRANCHISE: Otherworld
RELEASE DATE: 3 Jun, 2016","3 Jun, 2016",Adventure Casual Hidden Object +,
47,AcidPunk : Echoes of Doll City,,,,,,(24 reviews),GaelDK,Infiniverse,Positive,,"TITLE: AcidPunk : Echoes of Doll City
GENRE: Adventure, Indie, Early Access
DEVELOPER: GaelDK, Fabien Spiess (Sogaki), Serge Sentis (Aerosteak)
PUBLISHER: Infiniverse
RELEASE DATE: 4 Aug, 2016","4 Aug, 2016",Adventure Indie Cyberpunk Early Access VR +,59.0
48,Snow Fortress,"12,49€",,,,,(33 reviews),Mythical City Games,Mythical City Games,Positive,,"TITLE: Snow Fortress
GENRE: Action, Casual, Indie, Simulation, Strategy
DEVELOPER: Mythical City Games
PUBLISHER: Mythical City Games
RELEASE DATE: 16 Dec, 2016","16 Dec, 2016",Action VR Indie Casual Simulation +,
49,Mutant Mudds Super Challenge,,,,,,(13 reviews),Renegade Kid LLC,Nighthawk Interactive LLC,Positive,,"TITLE: Mutant Mudds Super Challenge
GENRE: Action, Adventure
DEVELOPER: Renegade Kid LLC
PUBLISHER: Nighthawk Interactive LLC
RELEASE DATE: 26 Jul, 2016","26 Jul, 2016",Action Adventure Platformer 2D +,
50,Vermillion Watch: Moorgate Accord Collector's Edition,Bundle info,,,,,(13 reviews),Eipix Entertainment,Big Fish Games,Positive,,"TITLE: Vermillion Watch: Moorgate Accord Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Eipix Entertainment
PUBLISHER: Big Fish Games
FRANCHISE: Vermillion Watch
RELEASE DATE: 23 Jun, 2016","23 Jun, 2016",Casual Adventure Hidden Object +,
51,Timore Inferno,Bundle info,,,,,(21 reviews),Vidas Salavejus,Vidas Salavejus,Positive,,"TITLE: Timore Inferno
GENRE: Action, Indie
DEVELOPER: Vidas Salavejus
PUBLISHER: Vidas Salavejus
FRANCHISE: Timore
RELEASE DATE: 1 Jun, 2016","1 Jun, 2016",Action Indie Horror +,
52,Fantasy Mosaics 14: Fourth Color,Bundle info,,,,,(23 reviews),Andy Jurko,Andy Jurko,Positive,,"TITLE: Fantasy Mosaics 14: Fourth Color
GENRE: Casual, Indie
DEVELOPER: Andy Jurko
PUBLISHER: Andy Jurko
RELEASE DATE: 29 Mar, 2016","29 Mar, 2016",Casual Indie Puzzle +,
53,Armed Against the Undead,,,,,,(28 reviews),Rank17,Rank17,Positive,,"TITLE: Armed Against the Undead
GENRE: Action, Adventure, Early Access
DEVELOPER: Rank17
PUBLISHER: Rank17
RELEASE DATE: 17 Jun, 2016","17 Jun, 2016",Action Adventure Early Access VR Zombies +,
54,Star Vikings Forever,Bundle info,,,,,(19 reviews),Rogue Snail,Akupara Games,Positive,,"TITLE: Star Vikings Forever
GENRE: Casual, Indie, RPG, Strategy
DEVELOPER: Rogue Snail
PUBLISHER: Akupara Games
FRANCHISE: Akupara Games
RELEASE DATE: 6 Oct, 2016","6 Oct, 2016",Singleplayer Strategy Tower Defense Funny +,
55,Playthings: VR Music Vacation,"0,79€",,,,,(10 reviews),Always & Forever Computer Entertainment,Always & Forever Computer Entertainment,Positive,,"TITLE: Playthings: VR Music Vacation
GENRE: Action, Adventure, Casual
DEVELOPER: Always & Forever Computer Entertainment
PUBLISHER: Always & Forever Computer Entertainment
RELEASE DATE: 24 Aug, 2016","24 Aug, 2016",Casual Action Adventure VR +,
56,Quell Zen,Bundle info,,,,,(43 reviews),Fallen Tree Games Ltd,Fallen Tree Games Ltd,Positive,,"TITLE: Quell Zen
GENRE: Indie
DEVELOPER: Fallen Tree Games Ltd
PUBLISHER: Fallen Tree Games Ltd
RELEASE DATE: 14 Jul, 2016","14 Jul, 2016",Indie Casual Relaxing Minimalist Logic +,
57,League of Evil,,,,,,(33 reviews),Ratalaika Games S.L.,Ratalaika Games S.L.,Positive,,"TITLE: League of Evil
GENRE: Action, Indie
DEVELOPER: Ratalaika Games S.L., Woblyware
PUBLISHER: Ratalaika Games S.L.
RELEASE DATE: 25 Oct, 2016","25 Oct, 2016",Action Indie Platformer Pixel Graphics +,
58,RPG World - Action RPG Maker,Bundle info,,,Free to Play,,(530 reviews),RaveyLarge,RaveyLarge,Mostly Positive,,"TITLE: RPG World - Action RPG Maker
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: RaveyLarge
PUBLISHER: RaveyLarge
RELEASE DATE: 17 Jul, 2020","17 Jul, 2020",Adventure RPG Action Multiplayer Indie +,
59,Has-Been Heroes,Bundle info,,,,,(245 reviews),Frozenbyte,GameTrust Games,Mostly Positive,,"TITLE: Has-Been Heroes
GENRE: Action, Indie, RPG, Strategy
DEVELOPER: Frozenbyte
PUBLISHER: GameTrust Games
RELEASE DATE: 28 Mar, 2017","28 Mar, 2017",Action Roguelike Strategy RPG Indie Action +,
60,Blortasia,"5,69€",,,,,(43 reviews),Shape Space VR,Mack Art Productions Inc,Positive,,"TITLE: Blortasia
GENRE: Casual, Indie
DEVELOPER: Shape Space VR
PUBLISHER: Mack Art Productions Inc
RELEASE DATE: 5 Jan, 2017","5 Jan, 2017",Indie Casual VR +,
61,Ultimate Booster Experience,"4,99€",,,,,(292 reviews),GexagonVR,GexagonVR,Mostly Positive,,"TITLE: Ultimate Booster Experience
GENRE: Action, Adventure, Casual, Simulation
DEVELOPER: GexagonVR
PUBLISHER: GexagonVR
FRANCHISE: GexagonVR
RELEASE DATE: 16 Apr, 2016","16 Apr, 2016",Simulation VR Casual Action Adventure +,
62,SturmFront - The Mutant War: Übel Edition,,,,,,(36 reviews),Andrade Games,Andrade Games,Positive,,"TITLE: SturmFront - The Mutant War: Übel Edition
GENRE: Action, Indie
DEVELOPER: Andrade Games
PUBLISHER: Andrade Games
RELEASE DATE: 11 Aug, 2017","11 Aug, 2017",Action Indie Gore Violent Nudity +,
63,The Agency of Anomalies: Mystic Hospital Collector's Edition,Bundle info,,,,,(10 reviews),Orneon,Big Fish Games,Positive,,"TITLE: The Agency of Anomalies: Mystic Hospital Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Orneon
PUBLISHER: Big Fish Games
FRANCHISE: The Agency of Anomalies
RELEASE DATE: 18 Jul, 2016","18 Jul, 2016",Adventure Casual Hidden Object +,
64,Dungeon Punks,,,,,,(12 reviews),Hyper Awesome Entertainment,Artix Entertainment,Positive,,"TITLE: Dungeon Punks
GENRE: Action, Adventure, Indie, RPG
DEVELOPER: Hyper Awesome Entertainment
PUBLISHER: Artix Entertainment
RELEASE DATE: 24 Aug, 2016","24 Aug, 2016",Action Indie Adventure RPG Beat 'em up +,
65,Patterna,"6,49€",,,Patterna Demo,,(31 reviews),Sebastian Schöner,Sebastian Schöner,Positive,,"TITLE: Patterna
GENRE: Indie
DEVELOPER: Sebastian Schöner
PUBLISHER: Sebastian Schöner
RELEASE DATE: 3 Oct, 2016","3 Oct, 2016",Difficult Logic Puzzle Relaxing Abstract +,
66,Secrets of Me,Bundle info,,,,,(39 reviews),Dogenzaka Lab,Dogenzaka Lab,Mostly Positive,,"TITLE: Secrets of Me
GENRE: Adventure
DEVELOPER: Dogenzaka Lab
PUBLISHER: Dogenzaka Lab
RELEASE DATE: 5 Oct, 2016","5 Oct, 2016",Adventure Otome Visual Novel Anime +,
67,Diamond Joyce and the Secret of Crystal Cave,Bundle info,,,,,(14 reviews),Rake in Grass,Rake in Grass,Positive,,"TITLE: Diamond Joyce and the Secret of Crystal Cave
GENRE: Adventure, Indie, Strategy
DEVELOPER: Rake in Grass
PUBLISHER: Rake in Grass
RELEASE DATE: 16 Sep, 2016","16 Sep, 2016",Adventure Indie Strategy Puzzle +,
68,Baseball Mogul Diamond,,,,,,(19 reviews),"Sports Mogul, Inc.","Sports Mogul, Inc.",Positive,,"TITLE: Baseball Mogul Diamond
GENRE: Casual, Simulation, Sports, Strategy
DEVELOPER: Sports Mogul, Inc.
PUBLISHER: Sports Mogul, Inc.
RELEASE DATE: 3 Apr, 2015","3 Apr, 2015",Sports Simulation Strategy Casual Baseball +,
69,Hidden Expedition: Amazon,Bundle info,,,,,(18 reviews),Big Fish Games,Big Fish Games,Mostly Positive,,"TITLE: Hidden Expedition: Amazon
GENRE: Casual, Indie
DEVELOPER: Big Fish Games
PUBLISHER: Big Fish Games
FRANCHISE: Hidden Expedition
RELEASE DATE: 19 Jun, 2008","19 Jun, 2008",Casual Indie Hidden Object +,
70,Lost in Harmony,,,,,,(22 reviews),Digixart,Dear Villagers,Positive,,"TITLE: Lost in Harmony
GENRE: Casual, Indie
DEVELOPER: Digixart
PUBLISHER: Dear Villagers
FRANCHISE: Dear Villagers
RELEASE DATE: 21 Jun, 2018","21 Jun, 2018",Indie Casual Music +,
71,Atlantis Sky Patrol,,,,,,(11 reviews),Big Fish Games,Big Fish Games,Positive,,"TITLE: Atlantis Sky Patrol
GENRE: Casual, Indie
DEVELOPER: Big Fish Games
PUBLISHER: Big Fish Games
RELEASE DATE: 23 Aug, 2006","23 Aug, 2006",Casual Indie Match 3 +,
72,MoonQuest,,,,,,(76 reviews),Wizard Mode,Wizard Mode,Mostly Positive,,"TITLE: MoonQuest
GENRE: Action, Adventure, Indie
DEVELOPER: Wizard Mode
PUBLISHER: Wizard Mode
RELEASE DATE: 25 Feb, 2020","25 Feb, 2020",Adventure Indie Action Roguelite 2D +,
73,"Max, an Autistic Journey",,,,,,(49 reviews),Professional Imagination,GPAC,Positive,,"TITLE: Max, an Autistic Journey
GENRE: Indie, RPG
DEVELOPER: Professional Imagination
PUBLISHER: GPAC
RELEASE DATE: 19 Aug, 2016","19 Aug, 2016",RPG Indie RPGMaker +,
74,Uprising 2: Lead and Destroy,,,,,,(12 reviews),Cyclone Studios,Ziggurat,Positive,,"TITLE: Uprising 2: Lead and Destroy
GENRE: Action, Strategy
DEVELOPER: Cyclone Studios
PUBLISHER: Ziggurat
RELEASE DATE: 31 Dec, 1998","31 Dec, 1998",Action Strategy +,
75,Fantastic Checkers 2,Bundle info,,,,,(12 reviews),EnsenaSoft,EnsenaSoft,Mixed,,"TITLE: Fantastic Checkers 2
GENRE: Casual, Strategy
DEVELOPER: EnsenaSoft
PUBLISHER: EnsenaSoft
RELEASE DATE: 18 Aug, 2016","18 Aug, 2016",Casual Strategy Board Game +,
76,Ellipsis,,,,,,(17 reviews),Salmi Games,Salmi Games,Positive,,"TITLE: Ellipsis
GENRE: Action, Indie
DEVELOPER: Salmi Games
PUBLISHER: Salmi Games
RELEASE DATE: 25 Jan, 2017","25 Jan, 2017",Action Indie Touch-Friendly Retro Bullet Hell +,
77,The Tale of Doris and the Dragon - Episode 1,Bundle info,,,,,(46 reviews),Arrogant Pixel,Arrogant Pixel,Positive,,"TITLE: The Tale of Doris and the Dragon - Episode 1
GENRE: Adventure, Indie
DEVELOPER: Arrogant Pixel
PUBLISHER: Arrogant Pixel
RELEASE DATE: 8 Sep, 2016","8 Sep, 2016",Casual Difficult Hidden Object Point & Click +,
78,Alchemic Jousts,,,,,,(21 reviews),Lunatic Pixels,Lunatic Pixels,Positive,,"TITLE: Alchemic Jousts
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: Lunatic Pixels
PUBLISHER: Lunatic Pixels
RELEASE DATE: 16 Dec, 2016","16 Dec, 2016",Action Indie Strategy Casual 2D +,
79,MineSweeper VR,"3,99€",,,,,(36 reviews),Funny Twins,Funny Twins,Positive,,"TITLE: MineSweeper VR
GENRE: Action, Casual, Indie, Simulation
DEVELOPER: Funny Twins
PUBLISHER: Funny Twins
RELEASE DATE: 25 Aug, 2016","25 Aug, 2016",Indie Casual Simulation Action VR Puzzle +,
80,The Castles of Dr. Creep,,,,,,(29 reviews),Ed Hobbs,Strobs Canardly,Positive,,"TITLE: The Castles of Dr. Creep
GENRE: Casual, Indie
DEVELOPER: Ed Hobbs, Robert Crossfield
PUBLISHER: Strobs Canardly
RELEASE DATE: 1 Nov, 1984","1 Nov, 1984",Casual Indie Retro Puzzle Platformer Puzzle +,
81,Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!,,,,,,(17 reviews),Alex Hanson-White,Alex Hanson-White,Mostly Positive,,"TITLE: Kitty Kitty Boing Boing: the Happy Adventure in Puzzle Garden!
GENRE: Adventure, Casual, Indie
DEVELOPER: Alex Hanson-White
PUBLISHER: Alex Hanson-White
RELEASE DATE: 7 Sep, 2016","7 Sep, 2016",Indie Casual Adventure Puzzle Relaxing +,
82,A Midsummer Night's Choice,Bundle info,,,,,(22 reviews),Choice of Games,Choice of Games,Positive,,"TITLE: A Midsummer Night's Choice
GENRE: Adventure, Indie, RPG
DEVELOPER: Choice of Games
PUBLISHER: Choice of Games
RELEASE DATE: 25 Aug, 2016","25 Aug, 2016",Adventure Indie RPG Choices Matter +,
83,Dots eXtreme,Bundle info,,,,,(41 reviews),Starwind Games,Starwind Games,Positive,,"TITLE: Dots eXtreme
GENRE: Casual, Indie, Strategy
DEVELOPER: Starwind Games
PUBLISHER: Starwind Games
RELEASE DATE: 12 Jun, 2016","12 Jun, 2016",Casual Strategy Indie Puzzle Board Game +,
84,Atlantis: Pearls of the Deep,,,,,,(44 reviews),Alder Games,Legacy Games,Positive,,"TITLE: Atlantis: Pearls of the Deep
GENRE: Casual, Indie
DEVELOPER: Alder Games
PUBLISHER: Legacy Games
RELEASE DATE: 29 Nov, 2012","29 Nov, 2012",Casual Indie Physics Puzzle Relaxing +,
85,MAGICAL×SPIRAL,"14,99€",,,Download,,(10 reviews),Broken Desk,Sekai Project,Positive,,"TITLE: MAGICAL×SPIRAL
GENRE: Action, Adventure, Casual, Indie
DEVELOPER: Broken Desk
PUBLISHER: Sekai Project
RELEASE DATE: 20 Dec, 2016","20 Dec, 2016",Action Adventure Indie Casual Anime 3D +,
86,Where are my Internets?,,,,,,(45 reviews),Lokator Studio,DNVA,Positive,,"TITLE: Where are my Internets?
GENRE: Indie
DEVELOPER: Lokator Studio
PUBLISHER: DNVA
RELEASE DATE: 16 Dec, 2016","16 Dec, 2016",Indie Board Game RPGMaker Anime Co-op +,
87,Ghostlords,,,,,,(36 reviews),Kyle Rodgers,Kyle Rodgers,Positive,,"TITLE: Ghostlords
GENRE: Adventure, Indie, RPG, Strategy
DEVELOPER: Kyle Rodgers
PUBLISHER: Kyle Rodgers
RELEASE DATE: 18 Nov, 2016","18 Nov, 2016",Adventure Indie RPG Strategy 2D +,
88,Virtual Escape: The Play Room,"6,99€",,,,,(26 reviews),Default Interactive,Default Interactive,Positive,,"TITLE: Virtual Escape: The Play Room
GENRE: Adventure, Indie
DEVELOPER: Default Interactive, Broken Dreams, Webb 3D
PUBLISHER: Default Interactive
RELEASE DATE: 31 Oct, 2016","31 Oct, 2016",Adventure Indie Puzzle VR Escape Room +,
89,Tank Universal 2,,,,,,(35 reviews),Phil Jones,Dialogue Design,Positive,,"TITLE: Tank Universal 2
GENRE: Action, Indie, Simulation
DEVELOPER: Phil Jones
PUBLISHER: Dialogue Design
RELEASE DATE: 13 Oct, 2016","13 Oct, 2016",Action Simulation Indie Tanks Singleplayer +,
90,Fated Souls 2,Bundle info,,,,,(11 reviews),Warfare Studios,Aldorlea Games,Positive,,"TITLE: Fated Souls 2
GENRE: Adventure, Casual, Indie, RPG
DEVELOPER: Warfare Studios
PUBLISHER: Aldorlea Games
FRANCHISE: Fated Souls
RELEASE DATE: 2 Dec, 2016","2 Dec, 2016",Adventure RPG Indie Casual RPGMaker +,
91,Bitslap,"5,69€",,,,,(24 reviews),Comrex AG,Comrex AG,Positive,,"TITLE: Bitslap
GENRE: Indie
DEVELOPER: Comrex AG
PUBLISHER: Comrex AG
RELEASE DATE: 23 Sep, 2016","23 Sep, 2016",Indie VR +,
92,Shio,Bundle info,,,,,"(1,145 reviews)",Coconut Island Studio,Coconut Island Games,Mostly Positive,,"TITLE: Shio
GENRE: Action, Indie
DEVELOPER: Coconut Island Studio
PUBLISHER: Coconut Island Games
FRANCHISE: Coconut Island Games
RELEASE DATE: 5 May, 2017","5 May, 2017",Indie Action Difficult Casual Stylized +,
93,King Oddball,Bundle info,,,,,(38 reviews),10tons Ltd,10tons Ltd,Positive,,"TITLE: King Oddball
GENRE: Action, Indie
DEVELOPER: 10tons Ltd
PUBLISHER: 10tons Ltd
RELEASE DATE: 9 Sep, 2016","9 Sep, 2016",Indie Casual Physics Funny 2D Puzzle +,
94,Slashy Hero,,,,,,(24 reviews),The Gentlebros,The Gentlebros,Positive,,"TITLE: Slashy Hero
GENRE: Action, Adventure, Casual
DEVELOPER: The Gentlebros, General Arcade
PUBLISHER: The Gentlebros
RELEASE DATE: 18 Oct, 2016","18 Oct, 2016",Casual Adventure +,
95,JUST BAT (VR CRICKET),"0,79€",,,,,(11 reviews),Shashitha Kularatna,Life VR,Positive,,"TITLE: JUST BAT (VR CRICKET)
GENRE: Sports
DEVELOPER: Shashitha Kularatna
PUBLISHER: Life VR
RELEASE DATE: 9 Sep, 2016","9 Sep, 2016",Sports VR +,
96,Sky Sanctuary,"8,99€",,,,,(27 reviews),Glitchr Studio,Glitchr Studio,Positive,,"TITLE: Sky Sanctuary
GENRE: Action, Indie, Sports
DEVELOPER: Glitchr Studio
PUBLISHER: Glitchr Studio
RELEASE DATE: 31 Jul, 2020","31 Jul, 2020",Action Sports Archery Arcade Ninja Indie +,
97,Bubble Labs VR,"2,99€",,,,,(12 reviews),Kishan Emens (dev),Kishan Emens,Positive,,"TITLE: Bubble Labs VR
GENRE: Casual, Simulation
DEVELOPER: Kishan Emens (dev), Tavius Woods (art)
PUBLISHER: Kishan Emens
RELEASE DATE: 8 Jun, 2017","8 Jun, 2017",Casual Simulation VR +,
98,Nevertales: Shattered Image Collector's Edition,Bundle info,,,,,(11 reviews),Mad Head Games,Big Fish Games,Positive,,"TITLE: Nevertales: Shattered Image Collector's Edition
GENRE: Adventure, Casual
DEVELOPER: Mad Head Games
PUBLISHER: Big Fish Games
FRANCHISE: Nevertales
RELEASE DATE: 16 Sep, 2016","16 Sep, 2016",Adventure Casual Hidden Object +,
99,Farm Tribe 2,Bundle info,,,,,(13 reviews),CrioGames,Big Fish Games,Positive,,"TITLE: Farm Tribe 2
GENRE: Casual, Simulation
DEVELOPER: CrioGames
PUBLISHER: Big Fish Games
FRANCHISE: Farm Tribe
RELEASE DATE: 22 Sep, 2016","22 Sep, 2016",Casual Simulation +,
100,Kittypocalypse - Ungoggled,,,,,,(43 reviews),Bolverk Games,Bolverk Games,Positive,,"TITLE: Kittypocalypse - Ungoggled
GENRE: Action, Casual, Indie, Strategy
DEVELOPER: Bolverk Games
PUBLISHER: Bolverk Games
RELEASE DATE: 3 Nov, 2016","3 Nov, 2016",Casual Strategy Action Indie Tower Defense +,
101,Requiescence,,,,,,(30 reviews),Argent Games,Argent Games,Positive,,"TITLE: Requiescence
GENRE: Casual
DEVELOPER: Argent Games
PUBLISHER: Argent Games
RELEASE DATE: 22 Aug, 2016","22 Aug, 2016",Casual Visual Novel LGBTQ+ Romance +,
102,Battles of Norghan,Bundle info,,,,,(17 reviews),Mitorah Games,Mitorah Games,Positive,,"TITLE: Battles of Norghan
GENRE: Indie, RPG, Strategy
DEVELOPER: Mitorah Games
PUBLISHER: Mitorah Games
RELEASE DATE: 26 Sep, 2016","26 Sep, 2016",Strategy RPG Indie Management +,
103,Thaumistry: In Charm's Way,,,,,,(29 reviews),Bobbates LLC.,Bobbates LLC.,Positive,,"TITLE: Thaumistry: In Charm's Way
GENRE: Adventure, Indie
DEVELOPER: Bobbates LLC.
PUBLISHER: Bobbates LLC.
RELEASE DATE: 7 Oct, 2017","7 Oct, 2017",Adventure Indie Text-Based Interactive Fiction +,
104,Tornuffalo,"0,99€",,,,,(47 reviews),RealityRig,RealityRig,Positive,,"TITLE: Tornuffalo
GENRE: Action
DEVELOPER: RealityRig
PUBLISHER: RealityRig
RELEASE DATE: 12 Dec, 2016","12 Dec, 2016",Action VR +,
105,Retro Parking,Bundle info,,,,,(48 reviews),BYCODEC TEKNOLOJI LTD,BYCODEC TEKNOLOJI LTD,Positive,,"TITLE: Retro Parking
GENRE: Indie, Racing, Simulation, Strategy
DEVELOPER: BYCODEC TEKNOLOJI LTD
PUBLISHER: BYCODEC TEKNOLOJI LTD
RELEASE DATE: 14 Dec, 2016","14 Dec, 2016",Indie Simulation Strategy Racing +,
106,Asteroid Blaster VR,,,,,,(22 reviews),A-Blast Games,A-Blast Games,Positive,,"TITLE: Asteroid Blaster VR
GENRE: Action, Casual, Indie
DEVELOPER: A-Blast Games
PUBLISHER: A-Blast Games
RELEASE DATE: 28 Sep, 2016","28 Sep, 2016",Action Indie Casual VR +,
107,Dwingle : B.O.T,"2,99€",,,,,(16 reviews),XXII GROUP,XXII GROUP,Positive,,"TITLE: Dwingle : B.O.T
GENRE: Adventure, Indie
DEVELOPER: XXII GROUP
PUBLISHER: XXII GROUP
RELEASE DATE: 19 Jun, 2017","19 Jun, 2017",Indie Adventure VR Horror +,
108,Meow-Jong,,,,,,(28 reviews),"Pixel Barrage Entertainment, Inc.","Pixel Barrage Entertainment, Inc.",Positive,,"TITLE: Meow-Jong
GENRE: Casual, Simulation, Strategy
DEVELOPER: Pixel Barrage Entertainment, Inc.
PUBLISHER: Pixel Barrage Entertainment, Inc.
RELEASE DATE: 3 Nov, 2016","3 Nov, 2016",Casual Strategy Simulation Cats +,
109,Octave,,,,,,(43 reviews),Anate Studio,Anate Studio,Positive,,"TITLE: Octave
GENRE: Adventure, Indie
DEVELOPER: Anate Studio
PUBLISHER: Anate Studio
RELEASE DATE: 18 Oct, 2016","18 Oct, 2016",Indie Adventure Horror Point & Click +,
110,HAUNTED: Halloween '85 (Original NES Game),,,,,,(14 reviews),Retrotainment Games,Retrotainment Games,Positive,,"TITLE: HAUNTED: Halloween '85 (Original NES Game)
GENRE: Action, Indie
DEVELOPER: Retrotainment Games
PUBLISHER: Retrotainment Games
RELEASE DATE: 30 Oct, 2016","30 Oct, 2016",Action Indie Platformer Retro Pixel Graphics +,
111,Next Stop 2,,,,,,(33 reviews),Ladia Group,Ladia Group,Positive,,"TITLE: Next Stop 2
GENRE: Casual, Simulation, Strategy
DEVELOPER: Ladia Group
PUBLISHER: Ladia Group
RELEASE DATE: 6 Nov, 2016","6 Nov, 2016",Simulation Strategy Casual Trains +,
112,Parallyzed,,,,,,(40 reviews),Koreez,Double Coconut,Positive,,"TITLE: Parallyzed
GENRE: Adventure, Casual, Indie
DEVELOPER: Koreez
PUBLISHER: Double Coconut, WhisperGames
RELEASE DATE: 19 Apr, 2017","19 Apr, 2017",Casual Indie Adventure Dark Platformer +,
113,The Survey,,,,,Mostly Positive,(570 reviews),Robert Gammon,Robert Gammon,Mixed,(17 reviews),"TITLE: The Survey
GENRE: Indie, Simulation
DEVELOPER: Robert Gammon
PUBLISHER: Robert Gammon
RELEASE DATE: 27 Oct, 2016","27 Oct, 2016",Horror Dark Walking Simulator Atmospheric +,
114,100 nya,Bundle info,,,,,(22 reviews),.M.Y.W.,.M.Y.W.,Positive,,"TITLE: 100 nya
GENRE: Indie, Strategy
DEVELOPER: .M.Y.W.
PUBLISHER: .M.Y.W.
FRANCHISE: Heroes of the MYW
RELEASE DATE: 14 Nov, 2016","14 Nov, 2016",Indie Strategy Puzzle +,
